Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 975.0, 5.792980748111859, 2.6, 40.23272496132108, teta = 0.05
2, 894.0, 6.0364145631101565, 3.287, 35.990792237959795, teta = 0.05
3, 945.0, 5.968684590877274, 2.249, 35.56994548845796, teta = 0.05
4, 957.0, 5.629652668922063, 3.64, 35.95105840051383, teta = 0.05
