Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 52.0, 0.019308615424961317, 41.379, 0.41257716972904745, teta = 0.3
2, 16.0, 0.008154185772582423, 17.241, 0.5783450076851295, teta = 0.6
3, 39.0, 0.006415033414668869, 31.034, 0.5304666814408847, teta = 0.5
4, 29.0, 0.014509582790196873, 31.034, 0.4277485710263136, teta = 0.55
