Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 83.0, 0.31719191136653535, 39.037, 5.998982302538934, teta = 0.25
2, 48.0, 0.23531550803454593, 40.107, 5.867865148044075, teta = 0.4
3, 47.0, 0.15802189480746165, 27.807, 5.904631226483616, teta = 0.45
4, 66.0, 0.20023040010710247, 27.273, 6.271457101320266, teta = 0.45
