Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 3739.0, 3.339056649239865, 22.72, 234.87890757765217, teta = 0.05
2, 3739.0, 3.4175507479030784, 22.0, 216.59147519586804, teta = 0.05
3, 3738.0, 3.3975720715534408, 20.0, 215.37497181816798, teta = 0.05
4, 3739.0, 3.4882872670496, 21.84, 213.2309392634852, teta = 0.05
