Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 154.0, 0.10465120225489954, 17.91, 2.053543783536952, teta = 0.1
2, 135.0, 0.11048829599440069, 20.588, 2.1297775174680282, teta = 0.2
3, 142.0, 0.10449168702689349, 20.896, 2.0870206482522917, teta = 0.15
4, 108.0, 0.10693532457480615, 13.235, 2.0886885278496266, teta = 0.4
