Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 1119.0, 4.411223472110578, 1.2, 29.628605880541727, teta = 0.05
2, 1137.0, 4.444740579267091, 2.0, 30.531480984966038, teta = 0.05
3, 1129.0, 4.447842641377065, 1.8, 31.382476791506633, teta = 0.05
4, 1121.0, 4.995164603715239, 1.0, 30.746442543728335, teta = 0.05
