Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 4323.0, 24.86481254051614, 12.306, 442.6637195945368, teta = 0.05
2, 4358.0, 24.850602109378087, 11.56, 529.4323963308561, teta = 0.05
3, 4327.0, 24.4341854226368, 12.927, 446.70957901070506, teta = 0.05
4, 4349.0, 25.16797583902371, 12.749, 490.5886664672289, teta = 0.05
