Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 1439.0, 16.541864989994792, 4.605, 124.60174186751101, teta = 0.05
2, 1628.0, 17.586004162905738, 7.018, 113.92323875066359, teta = 0.05
3, 1704.0, 20.04685626513674, 6.72, 108.90609934840904, teta = 0.05
4, 1477.0, 15.55221263137355, 6.36, 120.11468902530032, teta = 0.05
