Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 20.0, 0.048469356828718446, 43.421, 2.0697944580824696, teta = 0.75
2, 5.0, 0.016593462591117714, 61.039, 1.9333211797929835, teta = 0.8
3, 31.0, 0.062793727418466, 32.895, 1.9948300580945215, teta = 0.55
4, 7.0, 0.01626328060956439, 27.273, 1.9482162173226243, teta = 0.75
