Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 802.0, 2.196374398242135, 42.204, 14.67409535713714, teta = 0.05
2, 811.0, 2.4726751382667658, 45.946, 16.292029232499033, teta = 0.05
3, 830.0, 2.309899301769292, 47.709, 15.810844514348787, teta = 0.05
4, 829.0, 2.539016503765424, 50.404, 17.72196010761695, teta = 0.05
