Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 76.0, 0.05524123889335897, 24.599, 77.0
2.0, 89.0, 0.06060705968411639, 23.529, 71.0
3.0, 76.0, 0.056537724391091615, 28.877, 85.0
4.0, 84.0, 0.05938136212353129, 25.134, 88.0
