Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 746.0, 2.2773063162749168, 10.379, 6.0
2.0, 750.0, 1.8525274436397012, 10.938, 7.0
3.0, 760.0, 2.194400579101057, 11.374, 11.0
4.0, 752.0, 1.9084377737890463, 10.199, 8.0
