Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 185.0, 0.4127783819567412, 3.947, 24.0
2.0, 182.0, 0.40610589386778884, 3.728, 27.0
3.0, 181.0, 0.3986057690199232, 4.018, 36.0
4.0, 184.0, 0.40019364857289474, 4.094, 22.0
