Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 35.0, 0.031259651528671384, 26.316, 32.0
2.0, 45.0, 0.03709286647790577, 28.571, 24.0
3.0, 44.0, 0.03525044133129995, 34.211, 29.0
4.0, 40.0, 0.0315520152944373, 27.273, 14.0
