Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 31.0, 0.06318354578979779, 60.753, 339.0
2.0, 33.0, 0.0634647580300225, 60.27, 337.0
3.0, 30.0, 0.06389433400181588, 52.291, 320.0
4.0, 28.0, 0.06996221574081574, 60.647, 329.0
