Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 86.0, 0.021578192288870923, 17.91, 6.0
2.0, 91.0, 0.02042376747704111, 27.941, 3.0
3.0, 85.0, 0.02162619230512064, 25.373, 8.0
4.0, 85.0, 0.019695524708367884, 20.588, 5.0
