Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 371.0, 3.2827632886182982, 12.119, 11.0
2.0, 338.0, 2.9562399787828326, 11.933, 6.0
3.0, 366.0, 2.9061197120608995, 12.927, 15.0
4.0, 370.0, 2.884189519609208, 12.5, 9.0
