Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 92.0, 0.3176597903802758, 3.509, 54.0
2.0, 116.0, 0.34481034900818486, 4.751, 42.0
3.0, 99.0, 0.31490633450448513, 3.798, 48.0
4.0, 90.0, 0.3094682712544454, 3.801, 45.0
