Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 53.0, 0.12888782007212285, 3.2, 7.0
2.0, 81.0, 0.1940320940775564, 6.8, 13.0
3.0, 72.0, 0.15051934569783043, 5.2, 12.0
4.0, 78.0, 0.15813825849909335, 6.4, 17.0
