Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 12.0, 0.05668899718148168, 48.684, 0.0
2.0, 12.0, 0.03421528931357898, 36.364, 0.0
3.0, 12.0, 0.03100171200640034, 38.158, 0.0
4.0, 12.0, 0.02635152792208828, 31.169, 2.0
