Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 431.0, 1.9422205780429067, 11.436, 13.0
2.0, 408.0, 1.8057826937001664, 10.69, 9.0
3.0, 423.0, 1.6484347386431182, 11.498, 13.0
4.0, 418.0, 1.8374709514901042, 10.945, 7.0
