Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 131.0, 0.31654463832092006, 4.094, 34.0
2.0, 140.0, 0.3378256183350459, 4.24, 34.0
3.0, 132.0, 0.3244064603204606, 3.871, 42.0
4.0, 126.0, 0.32467894529690966, 4.094, 39.0
