Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 52.0, 0.02692801305965986, 32.895, 16.0
2.0, 51.0, 0.02636025520041585, 23.377, 15.0
3.0, 52.0, 0.021153949652216397, 28.947, 18.0
4.0, 52.0, 0.021900131832808256, 25.974, 11.0
