Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 195.0, 0.23355356778483838, 3.813, 5.0
2.0, 190.0, 0.2285542926256312, 4.844, 13.0
3.0, 190.0, 0.21986143992398866, 5.536, 5.0
4.0, 191.0, 0.22640544309979305, 4.506, 5.0
