Fold, No hyperboxes, Training time, Testing error
1.0, 14.0, 0.13117000299098436, 4.2
2.0, 14.0, 0.11824781491304748, 3.6
3.0, 13.0, 0.11166647837671917, 4.0
4.0, 13.0, 0.11460078283562325, 4.2
