Fold, No hyperboxes, Training time, Testing error
1.0, 40.0, 0.37368163572682533, 15.251
2.0, 43.0, 0.37495193936047144, 20.415
3.0, 37.0, 0.35109835203911643, 16.263
4.0, 41.0, 0.3332893737242557, 19.931
