Fold, No hyperboxes, Training time, Testing error
1.0, 12.0, 0.01332170341629535, 31.034
2.0, 16.0, 0.017122917401138693, 27.586
3.0, 17.0, 0.01733140234136954, 34.483
4.0, 15.0, 0.015633462127880193, 31.034
