Fold, No hyperboxes, Training time, Testing error
1.0, 185.0, 0.4127783819567412, 5.044
2.0, 182.0, 0.40610589386778884, 5.19
3.0, 181.0, 0.3986057690199232, 6.063
4.0, 184.0, 0.40019364857289474, 5.19
