Fold, No hyperboxes, Training time, Testing error
1.0, 212.0, 0.1213683012756519, 61.559
2.0, 215.0, 0.12646600071457215, 57.838
3.0, 202.0, 0.1274492739175912, 62.534
4.0, 205.0, 0.12515981825708877, 62.534
