Fold, No hyperboxes, Training time, Testing error
1.0, 194.0, 0.1696665065101115, 2.2
2.0, 192.0, 0.174472811864689, 2.2
3.0, 196.0, 0.16836711193900555, 2.0
4.0, 194.0, 0.18778384862525854, 2.6
