Fold, No hyperboxes, Training time, Testing error
1.0, 187.0, 0.01732849325344432, 32.836
2.0, 191.0, 0.01846740290056914, 27.941
3.0, 187.0, 0.017790554076782428, 34.328
4.0, 186.0, 0.01925964570546057, 27.941
