Fold, No hyperboxes, Training time, Testing error
1.0, 76.0, 0.05524123889335897, 55.08
2.0, 89.0, 0.06060705968411639, 51.872
3.0, 76.0, 0.056537724391091615, 56.684
4.0, 84.0, 0.05938136212353129, 57.219
