Fold, No hyperboxes, Training time, Testing error
1.0, 53.0, 0.015408007471705787, 33.962
2.0, 57.0, 0.014570188883226365, 35.185
3.0, 55.0, 0.014395158490515314, 35.849
4.0, 51.0, 0.015383280187961645, 38.889
