Fold, No hyperboxes before pruning, No hyperboxes after pruning, Training time, Testing error before pruning, Testing error after pruning
1.0, 57.0, 14.0, 0.012818430550396442, 41.379, 34.483
2.0, 58.0, 17.0, 0.0097643684130162, 27.586, 48.276
3.0, 57.0, 14.0, 0.0095815802924335, 34.483, 41.379
4.0, 58.0, 18.0, 0.009487034869380295, 37.931, 41.379
