Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 26.0, 1.0799835539364722, 21.193, 1.0
2.0, 26.0, 1.0748625817504944, 24.86, 1.0
3.0, 28.0, 1.2114231328159804, 23.431, 3.0
4.0, 26.0, 1.1488524357991992, 22.201, 1.0
