Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 1314.0, 2.549122690485092, 11.809, 101.71372058846464, teta = 0.15
2, 524.0, 1.8326389491558075, 10.441, 110.61562163181952, teta = 0.25
3, 531.0, 1.8430244087358005, 10.255, 99.50013212127669, teta = 0.25
4, 353.0, 2.2154197408090113, 10.759, 113.26716861438035, teta = 0.4
