Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 91.0, 0.014256491760534118, 33.962, 0.6261840611805383, teta = 0.1
2, 92.0, 0.014274916012254835, 29.63, 0.6186310878210861, teta = 0.1
3, 131.0, 0.012766066795848019, 32.075, 0.6234276962077274, teta = 0.05
4, 127.0, 0.012649703102397325, 29.63, 0.6185026029106666, teta = 0.05
