Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 709.0, 0.25956085311918287, 3.2, 7.264068006821617, teta = 0.1
2, 707.0, 0.2617712784340256, 1.4, 7.2738406176213175, teta = 0.1
3, 1339.0, 0.1976088230876485, 1.8, 7.060864999206387, teta = 0.05
4, 363.0, 0.22811501968681114, 1.4, 7.534392501525872, teta = 0.15
