Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 59.0, 0.06773918436374515, 24.064, 2.9212237193860346, teta = 0.5
2, 63.0, 0.07613530964590609, 20.856, 2.6956119736278197, teta = 0.6
3, 73.0, 0.06640439583861735, 29.947, 2.7789458322076825, teta = 0.3
4, 55.0, 0.0634686368284747, 22.46, 2.7406975712510757, teta = 0.65
