Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 30.0, 0.009453095495700836, 37.931, 0.3675497539661592, teta = 0.4
2, 49.0, 0.008667640562634915, 34.483, 0.3834072161989752, teta = 0.3
3, 27.0, 0.012320975671173073, 27.586, 0.3713689073265414, teta = 0.7
4, 56.0, 0.007986428114236332, 31.034, 0.37522393950348487, teta = 0.25
