Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 49.0, 0.08778961832285859, 32.895, 2.546106446599879, teta = 0.3
2, 25.0, 0.04551274934055982, 31.169, 2.6680429905682104, teta = 0.8
3, 68.0, 0.10522962678078329, 34.211, 2.7963388103453326, teta = 0.3
4, 18.0, 0.043596142349997535, 22.078, 2.630585033009993, teta = 0.8
