Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 992.0, 1.7439528455528972, 39.247, 34.6405603105747, teta = 0.05
2, 832.0, 3.455529432984008, 41.081, 37.85137786733469, teta = 0.1
3, 829.0, 3.1385843096167036, 42.588, 38.1295161840078, teta = 0.1
4, 845.0, 3.5346586834707523, 38.814, 42.905109772174455, teta = 0.1
