Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 103.0, 0.09782113833716721, 32.075, 1.654418256687677, teta = 0.1
2, 111.0, 0.09420125779524824, 16.667, 1.603876171576303, teta = 0.1
3, 138.0, 0.05556657239594642, 30.189, 1.6682805664395346, teta = 0.05
4, 105.0, 0.09851107806571235, 29.63, 1.7227227746534481, teta = 0.1
