Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 3750.0, 2.7886815945130365, 23.04, 339.4999919999973, teta = 0.05
2, 3749.0, 2.9170263840132975, 21.44, 326.25589976043557, teta = 0.1
3, 3750.0, 2.8369608906468784, 19.84, 326.758192367608, teta = 0.05
4, 3750.0, 2.8339994346679305, 21.12, 332.5435735968822, teta = 0.05
