Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 121.0, 0.16623668666034064, 17.91, 3.3281116742364247, teta = 0.5
2, 170.0, 0.13647230859260162, 20.588, 3.187049302811829, teta = 0.3
3, 90.0, 0.16126650243222684, 17.91, 3.2770469222041356, teta = 0.8
4, 116.0, 0.19035548623287468, 22.059, 3.267854190475191, teta = 0.55
