Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 23.0, 0.12655569773050956, 28.342, 7.638629158114782, teta = 0.55
2, 20.0, 0.13012612370948773, 29.947, 7.686170999353635, teta = 0.5
3, 58.0, 0.3726600594673073, 33.155, 8.303375662246253, teta = 0.35
4, 30.0, 0.15363158963737078, 31.016, 7.924622024060227, teta = 0.55
