Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 1924.0, 48.204015129216714, 4.02, 312.28072353004245, teta = 0.05
2, 1902.0, 50.304100026231026, 4.386, 326.07133967095433, teta = 0.05
3, 1946.0, 50.16955887008953, 4.894, 318.4563439788326, teta = 0.05
4, 1970.0, 49.528904983708344, 4.313, 335.1898551223567, teta = 0.05
