Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 67.0, 2.140659462136682, 17.029, 4.0
2.0, 67.0, 2.086589132886729, 20.323, 0.0
3.0, 71.0, 2.4339158467482775, 19.267, 4.0
4.0, 72.0, 2.2692670396500034, 18.781, 0.0
