Fold, No hyperboxes before pruning, No hyperboxes after pruning, Training time, Testing error before pruning, Testing error after pruning
1.0, 18.0, 18.0, 0.13178188202437013, 73.656, 73.656
2.0, 21.0, 8.0, 0.14125437149778008, 72.703, 58.649
3.0, 24.0, 12.0, 0.14590164634864777, 74.124, 58.221
4.0, 19.0, 6.0, 0.14658867719117552, 71.159, 67.925
