Fold, No hyperboxes before pruning, No hyperboxes after pruning, Training time, Testing error before pruning, Testing error after pruning
1.0, 7.0, 2.0, 0.14371109986677766, 54.011, 23.529
2.0, 9.0, 2.0, 0.1613246842753142, 35.294, 24.064
3.0, 6.0, 6.0, 0.13534018688369542, 30.481, 30.481
4.0, 8.0, 3.0, 0.1614963208558038, 65.241, 24.064
