Fold, No hyperboxes before pruning, No hyperboxes after pruning, Training time, Testing error before pruning, Testing error after pruning
1.0, 32.0, 21.0, 2.1977809444069862, 51.833, 66.874
2.0, 35.0, 35.0, 4.043770687887445, 59.913, 59.913
3.0, 33.0, 27.0, 4.427957056090236, 58.856, 58.794
4.0, 34.0, 27.0, 4.6058005361119285, 74.378, 78.545
