Fold, No hyperboxes before pruning, No hyperboxes after pruning, Training time, Testing error before pruning, Testing error after pruning
1.0, 51.0, 5.0, 0.21305755781941116, 29.412, 31.016
2.0, 51.0, 35.0, 0.22545853350311518, 31.551, 49.733
3.0, 52.0, 33.0, 0.21388180064968765, 26.738, 47.594
4.0, 46.0, 5.0, 0.17669438873417675, 31.551, 29.947
