Fold, No hyperboxes, Training time, Testing error
1.0, 17.0, 0.09205143856524955, 51.872
2.0, 19.0, 0.0936441666126484, 44.92
3.0, 22.0, 0.10118889754812699, 54.011
4.0, 19.0, 0.07927325055061374, 33.155
