Fold, No hyperboxes, Training time, Testing error
1.0, 195.0, 2.1382187336857896, 4.506
2.0, 190.0, 2.0592523923696717, 5.536
3.0, 190.0, 2.0162084926996613, 6.055
4.0, 191.0, 2.1511763157177484, 4.853
