Fold, Training time, Testing error, Optimization time, Optimal param
1, 0.0005881214974579052, 22.642, 0.04147153525900649, max_depth = 14
2, 0.0005958790770819178, 31.481, 0.040862565266252204, max_depth = 8
3, 0.0005949093792878557, 30.189, 0.04106911082180886, max_depth = 29
4, 0.0005929699846092262, 31.481, 0.041776989952268195, max_depth = 18
