Fold, Training time, Testing error, Optimization time, Optimal param
1, 0.009428853056306252, 3.64, 0.5269917706627893, max_depth = 26
2, 0.009460368223699334, 3.114, 0.5312986818416903, max_depth = 26
3, 0.009741095632307406, 4.152, 0.5284094683192961, max_depth = 29
4, 0.009339156044006813, 3.466, 0.5195251003760859, max_depth = 29
