Fold, Training time, Testing error, Optimization time, Optimal param
1, 0.00043733354596042773, 19.403, 0.03629626002202713, max_depth = 13
2, 0.0003190304569216096, 25.0, 0.03695710882766434, max_depth = 3
3, 0.0003854547321680002, 22.388, 0.038112503327283775, max_depth = 4
4, 0.0003238789449824253, 17.647, 0.037240745328745106, max_depth = 3
