Fold, Training time, Testing error, Optimization time, Optimal param
1, 0.00020751525880768895, 25.0, 0.028925589787831996, max_depth = 3
2, 0.00022400010493583977, 25.974, 0.028342801619146485, max_depth = 4
3, 0.00020945465075783432, 27.632, 0.028147892429842614, max_depth = 3
4, 0.00020606070756912231, 25.974, 0.02849116532888729, max_depth = 3
