Fold, Training time, Testing error, Optimization time, Optimal param
1, 0.031121954483751324, 24.72, 2.5217670408565027, max_depth = 7
2, 0.03170571234113595, 21.52, 2.5498606302353437, max_depth = 6
3, 0.03146716676928918, 24.32, 2.532665955233824, max_depth = 7
4, 0.030631772424385417, 22.88, 2.583430101054546, max_depth = 7
