Fold, Training time, Testing error, Optimization time, Optimal param
1, 0.009441459122172091, 3.07, 1.096829622707446, max_depth = 5
2, 0.01114133873488754, 3.509, 1.082157615586766, max_depth = 6
3, 0.009384246972331312, 3.141, 1.119905027837376, max_depth = 5
4, 0.011273217591224238, 3.509, 1.3555507178389234, max_depth = 6
