Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 123.0, 0.09296974205062725, 20.896, 8.0
2.0, 125.0, 0.0968029560171999, 27.941, 2.0
3.0, 123.0, 0.09204901431803592, 26.866, 4.0
4.0, 126.0, 0.09885435095930006, 20.588, 7.0
