Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 12.0, 0.06666960807342548, 35.829, 0.0
2.0, 16.0, 0.07134742854395881, 29.947, 0.0
3.0, 16.0, 0.07807470452098642, 54.011, 0.0
4.0, 14.0, 0.07413191472005565, 42.781, 0.0
