Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 225.0, 6.235167629172793, 19.68, 0.0
2.0, 225.0, 6.419839718713774, 17.76, 0.0
3.0, 220.0, 6.823834096401697, 18.0, 0.0
4.0, 228.0, 6.580134099451243, 20.0, 0.0
