Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 28.0, 0.01651346254220698, 34.483, 0.0
2.0, 31.0, 0.017931645052158274, 13.793, 0.0
3.0, 33.0, 0.016480977676110342, 24.138, 0.0
4.0, 30.0, 0.01953213068190962, 34.483, 0.0
